student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,has_outlier
0,1.0845511356851483,0,-2.4180684399089243,-1.1140636862811544,-0.6697501191341293,0,0.09242597209247583,1.2481201190095639,0,1.4611664362363692,2,0,0.9001863721749737,1,56.2,0
1,-0.21586989031622913,0,2.281706843990565,0.2513150177018764,0.44696537754636945,0,1.4016963357196162,-1.5256614383683815,1,1.4611664362363692,1,0,0.9001863721749737,0,100.0,0
2,0.21760378501756333,1,-1.4644908460742454,0.507323524698695,-0.48363086968737945,0,1.1355844731937745,1.2481201190095639,2,-1.0086889326553974,1,2,-1.5593392348604733,0,34.3,0
3,1.0845511356851483,0,-1.736941587169868,1.1900128766902103,-0.7628097438575042,0,-1.3978004580522372,2.2271018451429554,2,0.47322428867966254,2,1,-1.5593392348604733,1,26.8,0
4,-0.6493435656500216,0,0.9875658237863575,1.6166937216849078,-1.2281078674743788,0,0.7204499676534626,-1.280916006835033,0,-0.020746785098690747,2,1,-1.5593392348604733,0,66.4,0
5,1.5180248110189407,1,2.4860448998122817,-1.0287275172822148,-1.6934059910912533,0,-0.1311079924292305,0.7586292559428679,0,-1.0086889326553974,2,0,-0.5052568318452817,0,100.0,0
6,0.21760378501756333,0,1.396241935429791,-0.8580551792843361,-0.3905712449640047,1,0.17758176810074483,0.02439296134282336,1,-0.514717858877044,2,2,-0.5052568318452817,0,89.8,1
7,0.21760378501756333,0,0.5107770268690179,-1.2847360242790333,0.16778650337624487,1,-0.6846206664829814,-1.5256614383683815,0,-1.5026600064337508,0,0,0.9001863721749737,0,72.6,1
8,1.0845511356851483,0,0.578889712142924,-0.2607019962917599,-0.1113923707938799,0,1.6890971472475254,0.5138838244095193,1,-0.020746785098690747,0,1,-1.5593392348604733,0,78.9,0
9,-1.0828172409838142,0,0.8513404532385461,0.507323524698695,-0.48363086968737945,0,1.1994513201999775,0.8402110664539837,1,0.9671953624580159,0,1,1.6029079741851013,1,100.0,0
10,-0.6493435656500216,0,0.7151150826907346,1.0193405386923315,-0.9489289933042541,0,-0.6952651409840159,-0.546679712234989,0,-1.0086889326553974,1,1,-0.8566176328503455,0,63.3,0
11,1.0845511356851483,1,0.23832628577339543,-0.09002965829388124,0.6330846269931194,0,-1.323289136545001,1.166538308498448,0,-0.514717858877044,0,0,-1.5593392348604733,0,74.4,0
12,-0.6493435656500216,0,0.10210091522558434,-0.34603816529069936,-1.3211674921977539,1,-0.3227085334478377,-1.6072432488794972,0,-1.0086889326553974,0,1,1.2515471731800376,0,76.9,1
13,-0.6493435656500216,0,-0.10223714059613274,0.1659788487029373,0.8192038764398695,0,0.550138375636923,-1.444079627857265,0,0.47322428867966254,0,1,1.6029079741851013,0,75.8,0
14,1.5180248110189407,1,-0.7833639933351891,-0.8580551792843361,-1.041988618027629,0,0.34789336011728433,0.18755658236505557,2,1.4611664362363692,0,0,1.2515471731800376,0,78.9,0
15,0.21760378501756333,1,-0.3065751964178495,2.128710735678544,-0.7628097438575042,0,1.4229852847216837,0.02439296134282336,1,1.4611664362363692,1,0,0.5488255711699098,0,74.0,0
16,-0.21586989031622913,1,-1.736941587169868,-1.6260807002747908,-1.5072867416445035,0,0.9333394576741358,-0.7098433332572212,2,-0.020746785098690747,1,2,0.9001863721749737,1,55.2,0
17,1.5180248110189407,0,-0.10223714059613274,0.1659788487029373,-0.5766904944107545,0,1.1249399986927415,0.8402110664539837,2,-1.5026600064337508,1,0,-1.5593392348604733,1,70.8,0
18,1.5180248110189407,2,-1.0558147344308115,2.043374566679605,1.005323125886619,1,0.4436936306265864,0.5138838244095193,1,-0.514717858877044,1,1,-0.15389603084021786,0,43.9,1
19,-0.6493435656500216,1,-1.192040104978623,-0.004693489294941721,0.5400250022697445,0,-1.387155983551204,0.8402110664539837,0,-1.0086889326553974,1,0,-1.2079784338554094,0,45.3,0
20,0.6510774603513558,0,0.17021360049948972,-0.17536582729282074,1.005323125886619,0,-0.12046351792819744,-0.05718884916829238,1,-0.020746785098690747,2,1,-1.5593392348604733,0,58.5,0
21,0.21760378501756333,1,1.396241935429791,-0.34603816529069936,0.5400250022697445,0,1.2207402692020435,0.5954656349206358,0,-1.0086889326553974,1,1,-0.8566176328503455,0,82.5,0
22,-1.0828172409838142,2,0.919453138512452,-0.17536582729282074,-1.1350482427510038,0,0.039203599587307514,-0.3835160912127568,0,-0.020746785098690747,1,0,0.5488255711699098,0,98.7,0
23,1.5180248110189407,0,-1.6688289018959621,1.360685214688089,-0.3905712449640047,1,0.624649697144159,2.063938224120724,0,1.4611664362363692,0,1,-1.5593392348604733,0,43.7,1
24,-0.21586989031622913,0,-1.0558147344308115,-2.1380977142684277,-0.8558693685808791,1,-0.2481972119406017,-0.791425143768337,0,0.47322428867966254,0,0,-1.2079784338554094,0,54.9,1
25,0.6510774603513558,1,0.919453138512452,1.531357552685968,1.3775616247801186,0,-1.0039549015139912,2.063938224120724,0,-1.0086889326553974,1,0,-1.2079784338554094,1,69.9,0
26,0.6510774603513558,1,-1.0558147344308115,-1.455408362276912,-1.2281078674743788,0,-0.03530772191992844,0.02439296134282336,1,0.47322428867966254,0,2,-0.5052568318452817,0,73.5,0
27,-1.0828172409838142,1,-0.23846251114394382,-0.2607019962917599,0.912263501163244,1,0.4224046816245188,-1.3624978173461493,0,0.9671953624580159,0,0,-0.8566176328503455,0,71.1,1
28,1.5180248110189407,1,0.5107770268690179,-0.4313743342896389,0.912263501163244,1,-0.6101093449757453,1.3297019295206796,1,0.9671953624580159,1,2,-0.8566176328503455,1,82.8,1
29,-0.21586989031622913,0,-1.0558147344308115,0.5926596936976345,1.842859748396993,1,-0.1630414159323327,0.18755658236505557,2,1.4611664362363692,1,2,1.6029079741851013,1,75.7,1
30,0.21760378501756333,0,0.10210091522558434,-1.6260807002747908,-0.48363086968737945,0,-0.9081546310046892,0.8402110664539837,0,-0.514717858877044,2,0,-0.15389603084021786,0,70.6,0
31,-1.5162909163176066,2,-1.3963781608003398,0.507323524698695,0.7261442517164944,1,1.2846071162082464,1.2481201190095639,0,0.47322428867966254,0,0,-0.8566176328503455,1,51.3,1
32,-0.21586989031622913,2,-0.6471386227873777,2.043374566679605,2.308157872013868,0,-0.21626378843750102,0.35072020338728777,1,-0.020746785098690747,0,1,0.5488255711699098,0,52.1,0
33,-1.0828172409838142,0,0.3064389710473011,-1.3700721932779727,-0.6697501191341293,0,1.635874774742357,-0.546679712234989,2,-0.514717858877044,1,0,-0.15389603084021786,0,70.7,0
34,0.6510774603513558,0,-1.6688289018959621,0.1659788487029373,-1.6003463663678783,0,1.6890971472475254,1.003374687476216,0,-1.0086889326553974,1,1,-0.5052568318452817,0,51.2,0
35,0.21760378501756333,0,0.44266434159511253,-0.6873828412864572,-1.6934059910912533,1,0.007270176084206823,0.02439296134282336,1,-1.0086889326553974,0,0,-0.8566176328503455,0,72.6,1
36,-0.21586989031622913,0,-0.03412445532222705,0.42198735569975543,0.7261442517164944,0,-0.9826659525119236,0.6770474454317514,0,-0.020746785098690747,1,1,-0.5052568318452817,0,70.7,0
37,-1.5162909163176066,1,0.5107770268690179,-0.004693489294941721,-1.6934059910912533,1,-2.1322691986235607,-2.0967341119461933,1,-1.5026600064337508,1,0,-1.2079784338554094,0,59.4,1
38,-1.5162909163176066,1,0.17021360049948972,-0.6873828412864572,-0.3905712449640047,0,-1.4723117795594731,0.4323020138984035,2,-1.5026600064337508,0,1,-1.5593392348604733,0,58.1,0
39,-0.6493435656500216,1,1.3281292501558857,0.507323524698695,0.44696537754636945,0,-1.3658670345491364,-0.6282615227461047,1,-1.0086889326553974,1,0,-0.8566176328503455,0,82.3,0
40,-0.6493435656500216,0,0.10210091522558434,1.872702228681726,0.16778650337624487,0,1.561363453235121,1.656029171565144,1,1.4611664362363692,0,1,-1.2079784338554094,0,69.7,0
41,1.0845511356851483,0,-0.4428005669656609,-0.17536582729282074,0.44696537754636945,0,0.22015966610488008,0.5954656349206358,1,1.4611664362363692,0,0,-1.5593392348604733,0,66.0,0
42,-1.0828172409838142,1,0.10210091522558434,0.7633320316955131,0.16778650337624487,0,0.5075604776327893,0.2691383928761713,0,-0.020746785098690747,1,2,-1.5593392348604733,1,63.5,0
43,1.5180248110189407,0,0.5107770268690179,-1.3700721932779727,1.284502000056744,0,-2.270647367136998,0.5138838244095193,2,-1.5026600064337508,0,1,-1.2079784338554094,0,65.7,0
44,-0.21586989031622913,0,0.03398822995167865,-0.9433913482832755,-0.9489289933042541,0,-1.1849109680315637,-0.9545887647905692,1,0.47322428867966254,1,2,1.2515471731800376,0,78.5,0
45,-0.21586989031622913,1,0.03398822995167865,0.507323524698695,-0.6697501191341293,0,1.0397842026844726,1.5744473610540282,0,-1.0086889326553974,0,0,-0.15389603084021786,1,75.1,0
46,1.5180248110189407,1,-0.7833639933351891,1.531357552685968,-0.7628097438575042,0,0.4011157326224527,1.9823564136096083,2,0.9671953624580159,1,0,1.2515471731800376,1,71.0,0
47,1.0845511356851483,0,-0.7152513080612833,0.33665118670081595,0.8192038764398695,0,-0.06724114542302913,0.4323020138984035,1,0.47322428867966254,1,1,0.9001863721749737,1,59.7,0
48,0.6510774603513558,0,-1.4644908460742454,-0.34603816529069936,0.912263501163244,0,0.6885165441503603,1.5744473610540282,0,-0.020746785098690747,0,1,0.19746477016484598,0,52.6,0
49,0.6510774603513558,0,1.736805361799319,-0.004693489294941721,0.44696537754636945,0,1.6890971472475254,-0.546679712234989,2,0.9671953624580159,1,0,-1.5593392348604733,0,96.5,0
50,1.0845511356851483,0,-1.328265475526434,-1.2847360242790333,1.191442375333369,0,-0.14175246693026508,-0.791425143768337,0,0.47322428867966254,2,1,1.6029079741851013,1,62.0,0
51,0.6510774603513558,0,-0.7152513080612833,0.5926596936976345,-1.2281078674743788,0,0.16693729359971177,0.02439296134282336,2,-1.5026600064337508,1,0,-0.15389603084021786,0,59.7,0
52,-0.6493435656500216,0,-0.7833639933351891,0.9340043696933922,1.6567404989502434,0,0.294670987612116,0.4323020138984035,0,1.4611664362363692,1,0,-1.5593392348604733,0,48.4,0
53,-0.21586989031622913,0,0.8513404532385461,-0.4313743342896389,1.5636808742268686,0,1.6890971472475254,-0.3835160912127568,1,-1.5026600064337508,0,1,0.5488255711699098,1,70.6,0
54,1.0845511356851483,0,-0.3065751964178495,-0.5167105032885784,0.7261442517164944,1,-2.1429136731245935,0.5138838244095193,0,0.9671953624580159,1,1,1.6029079741851013,0,68.1,1
55,-0.21586989031622913,1,1.2600165648819803,0.2513150177018764,1.842859748396993,0,0.8162502381627647,0.35072020338728777,1,-0.514717858877044,1,1,0.9001863721749737,0,87.2,0
56,1.5180248110189407,1,-0.7152513080612833,-0.4313743342896389,-1.6934059910912533,0,-0.024663247418893867,-0.9545887647905692,1,1.4611664362363692,0,0,0.9001863721749737,0,66.7,0
57,-1.5162909163176066,1,0.23832628577339543,-0.09002965829388124,-0.5766904944107545,0,0.6991610186513949,0.5138838244095193,1,-1.0086889326553974,0,0,0.5488255711699098,1,75.2,0
58,-0.6493435656500216,0,-0.9195893638830002,2.128710735678544,-0.7628097438575042,0,-0.6101093449757453,0.8402110664539837,2,0.9671953624580159,2,0,-1.2079784338554094,1,46.4,0
59,0.21760378501756333,0,2.145481473442753,-0.2607019962917599,0.7261442517164944,0,0.039203599587307514,0.18755658236505557,1,-0.020746785098690747,2,0,-0.15389603084021786,1,97.1,0
60,-0.6493435656500216,0,-1.2601527902525285,-0.34603816529069936,-1.1350482427510038,1,0.8481836616658653,1.166538308498448,0,-1.0086889326553974,1,0,-0.5052568318452817,0,61.2,1
61,1.0845511356851483,1,0.3064389710473011,-0.6873828412864572,0.7261442517164944,0,1.6890971472475254,-1.199334196323917,0,0.47322428867966254,0,1,-0.15389603084021786,0,75.0,0
